,Unnamed: 0,id,created_at,date,time,timezone,user_id,username,name,tweet,language,link,retweet,sentiment
10,1641,1.31e+18,2020-09-15 17:35:47 Turkey Standard Time,9/15/2020,17:35:47,300,75055396.0,tameryazar,Tamer Yazar,"#education &amp; #coronavirus ! - A student follows along remotely with their regular school teacher's online live lesson from a desk separated from others by plastic barriers at STAR Eco Station Tutoring &amp; Enrichment Center, in #CulverCity , #California , #UnitedStates ... #Covid_19  https://t.co/GG1lw4Fquz",en,https://twitter.com/tameryazar/status/1305877980753915905,False,3
11,778,1.52e+18,2022-05-03 13:36:02 Turkey Standard Time,5/3/2022,13:36:02,300,1488446396.0,manishindiatv,Manish Prasad,"Ukraine Govt officials on #Indian Students-Overall there are no problems except,perhaps,at some universities. Indian students,like with other foreigners,are studying remotely and will prepare for their final exams in a distance (learning) format. The diplomas too will be issued.  https://t.co/mlOcvVAKoG",en,https://twitter.com/manishindiatv/status/1521438425341071361,False,3
12,1458,1.52e+18,2022-05-04 02:33:13 Turkey Standard Time,5/4/2022,2:33:13,300,420472700.0,gramhero,GAH,@JenBriney @AllanEmerson @rstonex And let's not forget how much of the Democrat Party's agenda HAS been enacted during the last 50 years...let's name a few...  Depts. of Energy &amp; Education Immigration amnesty Border insecurity  ARRA Obamacare Medicaid,en,https://twitter.com/GrAmHero/status/1521634010849591296,False,3
13,885,1.52e+18,2022-05-02 18:21:48 Turkey Standard Time,5/2/2022,18:21:48,300,889469690.0,morningsideny,Morningside Area Alliance,"Distance Learning Musical Theatre Master Class: Dan Bowling  https://t.co/CHnE6iWvAJ at Monday, May 2, 2022 #classesl #musicl with #manhattanschoolofmusic  https://t.co/do695xYsfD",en,https://twitter.com/MorningsideNY/status/1521147952164659202,False,3
14,526,1.52e+18,2022-05-05 06:10:28 Turkey Standard Time,5/5/2022,6:10:28,300,81982525.0,berkeleyside,Berkeleyside,"School VP Laura Babitt says she's listening to parents. She wants a closer closer look at Virtual Academy, the school's distance learning program which is under threat next year. That's some hope for parents who've been asking that the program be saved.  https://t.co/oQ49SV1ymF",en,https://twitter.com/berkeleyside/status/1522051070003884032,False,2
15,1742,1.26e+18,2020-05-07 22:01:01 Turkey Standard Time,5/7/2020,22:01:01,300,1.24e+18,buzz_corona,CoronaBuzz,Updated: Free and Discounted Ed Tech Tools for Online Learning During the Coronavirus Pandemic (Campus Technology)  -  https://t.co/wVvcyiWuj4 #covid_19 #remotelearning #education,en,https://twitter.com/buzz_corona/status/1258471918296072193,False,3
16,1902,1.52e+18,2022-05-08 10:03:08 Turkey Standard Time,5/8/2022,10:03:08,300,1.51e+18,alan93043377,Alan,"This 4th Teacher Education symposium comes as an opportunity for the education sector to find ways of addressing the challenges occasioned by the Covid-19 pandemic says Ms.Ketty Lamaro, PS .Government of Uganda and 6 others",en,https://twitter.com/Alan93043377/status/1523196788844290049,False,1
17,436,1.52e+18,2022-05-05 20:14:43 Turkey Standard Time,5/5/2022,20:14:43,300,1.23e+18,thehdsr,Harvard Data Science Review,Case study by @AndrewWLo on a 90-student graduate-level #HealthcareFinance course at @MITSloan #distancelearning #onlineteaching #MOOC  https://t.co/0k0D3Kyup4,en,https://twitter.com/TheHDSR/status/1522263534926647304,False,3
18,1205,1.52e+18,2022-04-30 09:39:00 Turkey Standard Time,4/30/2022,9:39:00,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Diana Perez just unlocked the ""Distance Learning"" badge.  https://t.co/gGGlx2As8V #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291611069992961,False,1
19,40,1.52e+18,2022-05-08 20:15:27 Turkey Standard Time,5/8/2022,20:15:27,300,1.42e+18,jazzmanchgo,Jazzmanchgo,"@apsmunro Meanwhile -- Flint, Michigan, home to some of the poorest &amp; most at-risk children in the U.S., has gone to distance learning ""indefinitely.""  https://t.co/U2HclBEAAr",en,https://twitter.com/jazzmanchgo/status/1523350882351562759,False,0
20,1918,1.52e+18,2022-05-07 23:00:14 Turkey Standard Time,5/7/2022,23:00:14,300,1.39e+18,cic_covid,COVID Information Commons (CIC),DonÃ¢ÂÂt miss the opportunity to learn more about the latest #COVID-19 #research! Sign up for our newsletter and be the first to hear about CIC news/events.  https://t.co/9l8MqUs89X    #data #science #coronavirus #covid #virus #STEM #datascience #education #news #newsletter  https://t.co/MJPPxumCf4,en,https://twitter.com/CIC_COVID/status/1523029961803993088,False,3
21,1660,1.29e+18,2020-08-03 00:00:01 Turkey Standard Time,8/3/2020,0:00:01,300,1.27e+18,actionnate_,Actionnate,#onlinelearning has taught us so much about what is important when it comes to daily #education.   Studies show #online learning could become part of the new norm post-#pandemic.   What are your #thoughts?  #Covid_19 #coronavirus #Trending #healthcare #Health #sundayvibes #Wow,en,https://twitter.com/actionnate_/status/1290029609178734593,False,1
22,1174,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Maria Rocha just unlocked the ""Distance Learning"" badge.  https://t.co/9mhAHHFINP #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291613989167104,False,1
23,0,1.52e+18,2022-05-02 18:14:04 Turkey Standard Time,5/2/2022,18:14:04,300,2482244119.0,balib_art,Balibart.,RISD Continuing Education Returns to In-Person Classes This Summer and Expands Its Online Offerings  https://t.co/ZpbEeg33FJ  https://t.co/KA2xukzCKI,en,https://twitter.com/Balib_art/status/1521146008419266560,False,3
24,112,1.52e+18,2022-05-02 14:59:11 Turkey Standard Time,5/2/2022,14:59:11,300,1.32e+18,ls4k_kids,Learning Spanish 4 Kids,"Hola Ã°ÂÂÂ #Learning Spanish 4 Kids ""Word of the Week"" Ã°ÂÂÂ¥ÃÂ  https://t.co/FzzFvPNx3RÃÂ #MothersDay2022 #Spanish #Onlinelearning #homeschool #Teachers #Education #MothersDay Enhance your skills and brighten your future Book a Online Class Today on LS4K Website or Facebook!",en,https://twitter.com/LS4K_Kids/status/1521096962799456256,False,1
25,1471,1.52e+18,2022-05-03 04:53:15 Turkey Standard Time,5/3/2022,4:53:15,300,281424863.0,hmsnofun,sarah zedig! Ã°ÂÂÂÃ°ÂÂÂ,"zero tolerance for naive children regurgitating their high school civics education. look at this world, look at this country and tell me that voting is enough. tell me that the best we can do, as a people, in the face of one million dead of coronavirus, is vote in another guy",en,https://twitter.com/hmsnofun/status/1521306863320543233,False,0
26,808,1.52e+18,2022-05-03 09:38:50 Turkey Standard Time,5/3/2022,9:38:50,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Samantha Leon just unlocked the ""Distance Learning"" badge.  https://t.co/LT3wSose4C #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1521378731880632320,False,1
27,1909,1.52e+18,2022-05-08 04:22:51 Turkey Standard Time,5/8/2022,4:22:51,300,7.81e+17,tkpsamy,TKP,"@association_iac ""Return back to China""  My family struck in India from 2020 due to COVID 19 travel restrictions.  Also my children educations got disconnected due to above. Request you to take action ASAP for family reunion and continue education in Chin",en,https://twitter.com/tkpsamy/status/1523111151768326145,False,0
28,178,1.52e+18,2022-05-07 05:49:22 Turkey Standard Time,5/7/2022,5:49:22,300,1084451786.0,susanbasko,Susan Basko,A man that I have been mentoring through the California Bar Exam PASSED!  He attended a distance learning law school.  I am so happy for him and his mom!,en,https://twitter.com/SusanBasko/status/1522770536505520131,False,2
29,1987,1.52e+18,2022-05-06 20:40:33 Turkey Standard Time,5/6/2022,20:40:33,300,7.86e+17,fronteducation,Frontiers in Education,"New Research: Engaging and Empowering Malaysian Students Through Open and Distance Learning in the Post-COVID Era: With the outbreak of COVID-19, online open and distance learning (ODL) has become increasingly relevant, particularly amongÃ¢ÂÂ¦  https://t.co/uTchzcO0eT #Education",en,https://twitter.com/FrontEducation/status/1522632424575750150,False,3
30,1140,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Angelina morales just unlocked the ""Distance Learning"" badge.  https://t.co/dtMAglWSwi #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291616627462146,False,1
31,1433,1.52e+18,2022-05-06 00:02:46 Turkey Standard Time,5/6/2022,0:02:46,300,1422241538.0,backstorymom1,Backstorymom1,#Education Ã°ÂÂÂ  #LongHaulers  #coronavirus  1 in 5 Educators Say They've Experienced Long COVID  https://t.co/d0MOjH6y38,en,https://twitter.com/Backstorymom1/status/1522320923730358272,False,1
32,1053,1.52e+18,2022-04-30 19:03:01 Turkey Standard Time,4/30/2022,19:03:01,300,472835083.0,sharemylesson,ShareMyLesson,Ã°ÂÂÂ It's #PoetryAppreciationMonth. Use this curated collection of free #poetry lessons to engage #preK12 #ss in expressing their feelings during these complicated recovery times   https://t.co/3vGvDqCQQm  #PoetryMonth #DistanceLearning #ReadingOpensTheWorld #SEL @AFTunion @AFTteach  https://t.co/GUQZa8oDjb,en,https://twitter.com/sharemylesson/status/1520433550859948033,False,3
33,1556,1.52e+18,2022-05-09 10:01:00 Turkey Standard Time,5/9/2022,10:01:00,300,887906292.0,wolverhamp10,steviebaby,"@QualiaRedux didn't go to the ER for the covid but had to bring wife to the er for her bout with the stomach bug. i couldn't even go in with her because we both had recently had covid, so i sat in the fucking ER parking lot until 6am when they released he",en,https://twitter.com/wolverhamp10/status/1523558640221040640,False,0
34,1928,1.52e+18,2022-05-07 20:15:43 Turkey Standard Time,5/7/2022,20:15:43,300,1.18e+18,ucanews,UCA News,"Six inspirational essays on Pope Francis and his #pontificate, his teachings about #fraternity, #education and a world after Covid-19.  Know moreÃ¢ÂÂ¦  https://t.co/5M8aGW7j2r  https://t.co/YYvkj4IlUp",en,https://twitter.com/UCANews/status/1522988563666767875,False,3
35,732,1.52e+18,2022-05-03 21:01:39 Turkey Standard Time,5/3/2022,21:01:39,300,17444027.0,ccharitiesusa,Catholic Charities USA,Agreed. CCUSA is working to:   1. Increase measures that provide low-cost or free internet access to low-income communities.   2. Expand access to free and affordable broadband internet service.  3. Increase funding for the FCC Distance Learning &amp; Telemedicine Grant.,en,https://twitter.com/CCharitiesUSA/status/1521550570213060608,False,3
36,1935,1.52e+18,2022-05-07 18:01:02 Turkey Standard Time,5/7/2022,18:01:02,300,20957494.0,stefanm411,Stefan Ottenbrite,"@StevenDelDuca @OntLiberal Folks   this man is not a health expert     This is simply un acceptable  We will expand the list of universal vaccines to include the COVID-19 vaccine, and require all frontline education workers to be vaccinated.",en,https://twitter.com/StefanM411/status/1522954667243753476,False,0
37,1268,1.52e+18,2022-04-30 07:40:54 Turkey Standard Time,4/30/2022,7:40:54,300,1.51e+18,sekharalti,Sekhar Alti,Number Bonds Subtraction Distance Learning  https://t.co/Owf5Rwpgg9,en,https://twitter.com/SekharAlti/status/1520261891028774918,False,3
38,744,1.52e+18,2022-05-03 18:04:16 Turkey Standard Time,5/3/2022,18:04:16,300,204837082.0,commintegrator,Commercial Integrator,"We explore the contours of in-person instruction, distance learning and how their hybridization offers opportunity for integrators that are willing to play a consultative role. #HybridLearning #avtweeps  https://t.co/5VIkSaAEb2",en,https://twitter.com/commintegrator/status/1521505930403328001,False,3
39,1461,1.52e+18,2022-05-04 00:20:07 Turkey Standard Time,5/4/2022,0:20:07,300,59344348.0,aircommradio,Air Comm,"There is still time to apply for grant funding opportunities under the #Coronavirus Aid, Relief, and Economic Security (#CARES) Act in #education, #healthcare and #transportation! Check out @MotoSolutions' grant summary guides for more information.  https://t.co/JDF3w2XHcq  https://t.co/1gnaqsVzJP",en,https://twitter.com/Aircommradio/status/1521600515590823943,False,3
40,11,1.52e+18,2022-05-09 09:27:14 Turkey Standard Time,5/9/2022,9:27:14,300,2349680286.0,trainingitc,ITC Online Training,What an inspiring story! Suzanne Watkins re-trained as a flight attendant at 60 years old. ItÃ¢ÂÂs never too late to follow your dreams!ÃÂ   https://t.co/zl5a6DGFDJ #ITConlinetraining #travelcareer #distancelearning,en,https://twitter.com/TrainingITC/status/1523550142477000711,False,3
41,49,1.52e+18,2022-05-02 16:56:53 Turkey Standard Time,5/2/2022,16:56:53,300,542726288.0,oladipupoiyowun,Oladipupo O. Iyowun,@PaulElijas Google and online education has shown to be better than the university education especially in a country where the ASUU strikes is yearly,en,https://twitter.com/Oladipupoiyowun/status/1521126583729369094,False,2
42,693,1.52e+18,2022-05-04 06:54:26 Turkey Standard Time,5/4/2022,6:54:26,300,1.03e+18,ascastellanos18,Ana SofÃÂ­a Castellanos,"@DeputyGrocott HolaÃ°ÂÂÂÃ°ÂÂÂ¼ #FFBWednesday   Ã°ÂÂÂ²Ã°ÂÂÂ½ Education student in Mexico Ã°ÂÂÂKindergarten teacher assistant  Ã°ÂÂÂ¶Dog lover  Ã°ÂÂÂLove reading, and coffee Ã¢ÂÂÃ¯Â¸Â Ã¢ÂÂ Kahoot! Verified Educator  Ã°ÂÂÂ©Ã°ÂÂÂ½Ã¢Â",en,https://twitter.com/ASCastellanos18/status/1521699748943704065,False,3
43,1435,1.52e+18,2022-05-05 16:50:49 Turkey Standard Time,5/5/2022,16:50:49,300,821592481.0,parentsecurity,Parent Security,"Slow spending of federal COVID-19 aid for education frustrates Hawaii teachers, parents | #coronavirus | #kids. | #children |ÃÂ #schools  https://t.co/GjJWDUjjLz",en,https://twitter.com/ParentSecurity/status/1522212219554918401,False,0
44,1929,1.52e+18,2022-05-07 20:00:14 Turkey Standard Time,5/7/2022,20:00:14,300,1.24e+18,covidcommssa,COVIDCommsSA,"Public servants, are you vaccinated?  At COVID Comms we believe that through partnerships we can reach more people and provide them with relevant information about the COVID-19 pandemic.  #KeReady  @thedpsa @SolidarityRSA @Bhekisisa_MG @CCFront  @SECTION27news @equal_education  https://t.co/min9KNAQAY",en,https://twitter.com/CovidCommsSA/status/1522984664096419840,False,1
45,1327,1.52e+18,2022-04-29 18:56:40 Turkey Standard Time,4/29/2022,18:56:40,300,3053627040.0,emsyjenk,Em Jenkins,"I have been waiting for @UH_Funding to resolve an issue with my student loan since January now, and as result have received NO maintenance loan this year so far. They are the people that are supposed to HELP. Seems like distance learning students are getting ignored once again.",en,https://twitter.com/emsyjenk/status/1520069566352826368,False,0
46,1699,1.28e+18,2020-06-26 18:14:33 Turkey Standard Time,6/26/2020,18:14:33,300,1.04e+18,x_erasmus,ErasmusX,"Looking for a selection of online resources and tools for learners, teachers and educators during the outbreak of COVID-19?: Coronavirus: online learning resources | Education and Training  https://t.co/8Ms5mhFK76 via @EU_Commission",en,https://twitter.com/x_erasmus/status/1276534320723890176,False,3
47,786,1.52e+18,2022-05-03 12:36:00 Turkey Standard Time,5/3/2022,12:36:00,300,7.16e+17,future4fairs,Colleen-Future4Fairgrounds,@ShowmensCharity ItÃ¢ÂÂs a fantastic article but needs updating NATT is unfortunately no longer. TES funding and capacity has been reduced by @educationgovuk support for Showmen with distance learning is sporadic. There are organisations trying to make ,en,https://twitter.com/Future4fairs/status/1521423318590574594,False,3
48,1665,1.29e+18,2020-07-31 09:10:02 Turkey Standard Time,7/31/2020,9:10:02,300,3122211.0,eraser,Ã°ÂÂ¦Â Ã°ÂÂÂ¾,Mexico: Aprende en Casa (Learning at home) Education continuity during the Coronavirus crisis  @fundacionceibal  https://t.co/P9KbL0rdTF #educaciÃÂ³n #education #coronavirus #COVID19 #COVID_19 #Mexico #TV #radio #pedagogy #pedagogÃÂ­a #pedagogie #aprendizaje #online #onlinelearning,en,https://twitter.com/eraser/status/1289080864014557185,False,3
49,1189,1.52e+18,2022-04-30 09:39:00 Turkey Standard Time,4/30/2022,9:39:00,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Fernando Ibarra just unlocked the ""Distance Learning"" badge.  https://t.co/IefHubSphy #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291612768624640,False,1
50,1295,1.52e+18,2022-04-29 22:50:20 Turkey Standard Time,4/29/2022,22:50:20,300,1.26e+18,thomasproctorio,Tommi,See you in Copenhagen #distance learning #proctorio  https://t.co/dt0GIbxCEN,en,https://twitter.com/ThomasProctorio/status/1520128367995105280,False,3
51,714,1.52e+18,2022-05-04 00:04:01 Turkey Standard Time,5/4/2022,0:04:01,300,472835083.0,sharemylesson,ShareMyLesson,It's #MentalHealthAwarenessMonth! Use this curated collection of FREE resources &amp; #PDedu about:  Ã¢ÂÂ Being Mindful Ã¢ÂÂCoping with Tragic News Ã¢ÂÂTackling Anxiety Ã¢ÂÂAddressing Suicide   https://t.co/jqThGQ1esr  #edchat #K12 #learning #DistanceLearning #SEL @AFTunion @AFTteach  https://t.co/9AH5Oxp9Je,en,https://twitter.com/sharemylesson/status/1521596464958517250,False,0
52,1381,1.52e+18,2022-04-29 12:32:18 Turkey Standard Time,4/29/2022,12:32:18,300,130210388.0,lovegaelic,Learn Gaelic with Ann Desseyn - Nic a' ChÃÂ¹bair,Beagan ath-sgrÃÂ¹dadh / Grammar revision time  https://t.co/fbskDDWfDw #lovegaelic #lovegÃÂ idhlig #learngaelic #GÃÂ idhlig #Gaelic #distancelearning #gaelicgrammar,en,https://twitter.com/LoveGaelic/status/1519972837930504192,False,3
53,1723,1.27e+18,2020-05-26 22:38:14 Turkey Standard Time,5/26/2020,22:38:14,300,479699717.0,prnedu,PRNewswire Education,The ed-tech firm The Better Education Company is helping schools and districts assess their online learning efforts during COVID-19 school closures -- and what they can do better if there's a second wave of coronavirus closures.  https://t.co/tXzVR6gLzU  https://t.co/6KeK6yH2E0,en,https://twitter.com/prnedu/status/1265366655129051141,False,1
54,1558,1.52e+18,2022-05-09 10:00:59 Turkey Standard Time,5/9/2022,10:00:59,300,3183637130.0,navycapital,NAVY CAPITAL,#NavyCapital : Surviving the pandemic is only half the battle: 'Long COVID' is a growing public health crisis that could affect a billion in just a few years:  https://t.co/17qOkbCnwD #COVID #COVID19 #coronavirus #pandemic #healthcare #health #publichealth #medicine #LongCOVID,en,https://twitter.com/navycapital/status/1523558633874857984,False,0
55,1939,1.52e+18,2022-05-07 17:45:21 Turkey Standard Time,5/7/2022,17:45:21,300,1.26e+18,ajaydhansare,Mai bhi Andolanjeevi Ã°ÂÂÂ®Ã°ÂÂÂ³,"@Taubenfixer @pravinsingh @satishacharya Let's consider 4 millions died in Kerala of covid-19,but I guarantee none of the dead bodies were drowned in the rivers,not a single one,none of the crematorium was fenced to hide death counts.Never had any nationa",en,https://twitter.com/AjayDhansare/status/1522950721011798016,False,0
56,1560,1.52e+18,2022-05-09 10:00:56 Turkey Standard Time,5/9/2022,10:00:56,300,1.02e+18,microsoftnews,Microsoft News,Downtown Beijing goes quiet as zero-Covid policy smothers capital  https://t.co/F2japv5QLy,en,https://twitter.com/microsoftnews/status/1523558623036600320,False,1
57,680,1.52e+18,2022-05-04 10:08:42 Turkey Standard Time,5/4/2022,10:08:42,300,6.95e+17,jurijkovalenok1,@jurij0001,"Hello friends! Today , tasks in electrostatics . See from here:  https://t.co/gyq2GmkZmA  Tell your students about me! Sincerely, Yuri Kovalenok #physics #education #learning #distancelearning #onlinelearning #students #teacher #cern #lernen #lehrer #austria #art #notes #us #usa",en,https://twitter.com/jurijkovalenok1/status/1521748638220922880,False,3
58,1874,1.52e+18,2022-05-09 01:00:33 Turkey Standard Time,5/9/2022,1:00:33,300,8.41e+17,nkeyesusga,Nuro keyesusga,@EverillJames @Richard10259380 @BidenBurner46 @POTUS @EverillJames you will be first in line if Morgage or car loan forgiveness is in discussion. Plus education suppose to be free in the Ã¢ÂÂgreatest country in the worldÃ¢ÂÂ like we say. IÃ¢ÂÂm sure,en,https://twitter.com/NKeyesusga/status/1523422631621382144,False,2
59,61,1.52e+18,2022-05-02 16:32:00 Turkey Standard Time,5/2/2022,16:32:00,300,1.45e+18,jdeepd07,Jaydeep Das,One of the greatest shortcomings of Indian education system is the inadequate use of available technology. Need to submit code on paper instead of using an online judge. Need to draw EGD diagrams on paper instead of using CAD. Its not the curriculum that is old but the teaching.,en,https://twitter.com/JdeepD07/status/1521120322728079360,False,0
60,1582,1.52e+18,2022-05-09 10:00:30 Turkey Standard Time,5/9/2022,10:00:30,300,1.32e+18,eva_reage,Evangeline,Covid Fix Check out LostSheppard's video! #TikTok  https://t.co/hXB9ZUqUkG,en,https://twitter.com/Eva_Reage/status/1523558512223461376,False,3
61,1809,1.3e+18,2020-09-01 14:42:38 Turkey Standard Time,9/1/2020,14:42:38,300,75033480.0,visualsystems,Visual Systems Healthcare,"COVID-19 DRIVES POSITIVE CHANGE IN NURSE EDUCATION Ã°ÂÂÂ©Ã¢ÂÂÃ¢ÂÂÃ¯Â¸Â  Coronavirus lockdown has forced UK universities to close, shifting the learning to an online basis.   Read the article below  https://t.co/AWMiIjsiBg",en,https://twitter.com/visualsystems/status/1300760978171269125,False,2
62,891,1.52e+18,2022-05-02 18:00:02 Turkey Standard Time,5/2/2022,18:00:02,300,155885748.0,openstudycoll,Open Study College,"Are you looking to learn something new, change your career path or progress in your current job? Take a look at our prospectus and find out how you can achieve your ambitions with OSC!  https://t.co/gobSSODaCc   #career #openstudycollege #distancelearning  https://t.co/8hdpm4efhG",en,https://twitter.com/OpenStudyColl/status/1521142476622516229,False,3
63,175,1.52e+18,2022-05-02 12:46:54 Turkey Standard Time,5/2/2022,12:46:54,300,64275976.0,rhino3dtv,Rhino3D.Education,Congratulations! Alex Papazoglou has successfully completed The Fundamental of Grasshopper3D Online Training from  https://t.co/l47CRxHrwo! Enroll now to earn your Certificate here:  https://t.co/wV3RKxUSnQ #Rhino3D #RhinoTraining #LearnRhino,en,https://twitter.com/Rhino3DTV/status/1521063674647138304,False,3
64,306,1.52e+18,2022-05-06 13:30:16 Turkey Standard Time,5/6/2022,13:30:16,300,701133.0,walkingrichard,"Richard, the one who knows the pandemic isn't over","I have not seen this verified by two more sources, but if true then there is no excuse not to enable distance learning in other contexts.",en,https://twitter.com/WalkingRichard/status/1522524138715463681,False,0
65,1780,1.36e+18,2021-02-17 17:01:12 Turkey Standard Time,2/17/2021,17:01:12,300,1.24e+18,buzz_corona,CoronaBuzz,The Guardian: The future of online learning: the long-term trends accelerated by Covid-19 -  https://t.co/5bUXtUtfXr  #coronavirus #education #distancelearning,en,https://twitter.com/buzz_corona/status/1362039397651202048,False,3
66,1669,1.28e+18,2020-07-18 19:00:42 Turkey Standard Time,7/18/2020,19:00:42,300,214755867.0,blkhistorytours,Black History Tours,Students with learning disabilities are struggling to keep up with distance learning. Find out more:    https://t.co/4oJlCip70L  #explore #explorepage #foryou #viral #school #learning #covid #coronavirus #education #student #pandemic,en,https://twitter.com/blkhistorytours/status/1284518466754576385,False,0
67,1950,1.52e+18,2022-05-07 11:37:30 Turkey Standard Time,5/7/2022,11:37:30,300,1.51e+18,bella14962874,Bella,"2/11The 4th Teacher education symposium was held in Kampala at Silver springs hotel under the theme 'coping with COVID-19 and it's impact on the education sector,the Teachers role'.Bravo  to all partners that made the symposium a success.",en,https://twitter.com/Bella14962874/status/1522858146271830016,False,2
